date,hash_rate
2009-01-03,0.0000000497102696296296
2009-01-06,0.0
2009-01-09,0.000000695943774814815
2009-01-12,0.00000442421399703704
2009-01-15,0.00000631320424296296
2009-01-18,0.00000502073723259259
2009-01-21,0.00000561726046814815
2009-01-24,0.0000098923436562963
2009-01-27,0.00000512015777185185
2009-01-30,0.00000601494262518519
2009-02-02,0.00000631320424296296
2009-02-05,0.00000601494262518519
2009-02-08,0.00000666117613037037
2009-02-11,0.00000651204532148148
2009-02-14,0.00000700914801777778
2009-02-17,0.0000058658118162963
2009-02-20,0.00000636291451259259
2009-02-23,0.00000531899885037037
2009-02-26,0.00000477218588444444
2009-03-01,0.00000526928858074074
2009-03-04,0.00000526928858074074
2009-03-07,0.00000551783992888889
2009-03-10,0.00000521957831111111
2009-03-13,0.00000566697073777778
2009-03-16,0.00000646233505185185
2009-03-19,0.00000606465289481481
2009-03-22,0.00000472247561481482
2009-03-25,0.00000576639127703704
2009-03-28,0.00000591552208592593
2009-03-31,0.00000561726046814815
2009-04-03,0.00000561726046814815
2009-04-06,0.00000571668100740741
2009-04-09,0.00000492131669333333
2009-04-12,0.00000571668100740741
2009-04-15,0.00000556755019851852
2009-04-18,0.00000606465289481481
2009-04-21,0.00000611436316444444
2009-04-24,0.00000561726046814815
2009-04-27,0.00000521957831111111
2009-04-30,0.00000656175559111111
2009-05-03,0.00000566697073777778
2009-05-06,0.00000681030693925926
2009-05-09,0.0000045236345362963
2009-05-12,0.00000631320424296296
2009-05-15,0.00000710856855703704
2009-05-18,0.00000616407343407407
2009-05-21,0.00000442421399703704
2009-05-24,0.00000477218588444444
2009-05-27,0.0000062137837037037
2009-05-30,0.00000512015777185185
2009-06-02,0.00000442421399703704
2009-06-05,0.00000283348536888889
2009-06-08,0.00000357913941333333
2009-06-11,0.00000462305507555556
2009-06-14,0.00000347971887407407
2009-06-17,0.00000382769076148148
2009-06-20,0.00000417566264888889
2009-06-23,0.00000377798049185185
2009-06-26,0.00000442421399703704
2009-06-29,0.00000377798049185185
2009-07-02,0.00000357913941333333
2009-07-05,0.00000397682157037037
2009-07-08,0.00000392711130074074
2009-07-11,0.00000417566264888889
2009-07-14,0.00000357913941333333
2009-07-17,0.00000323116752592593
2009-07-20,0.00000372827022222222
2009-07-23,0.00000328087779555556
2009-07-26,0.000000646233505185185
2009-07-29,0.00000159072862814815
2009-08-01,0.00000114333620148148
2009-08-04,0.00000288319563851852
2009-08-07,0.00000367855995259259
2009-08-10,0.00000407624210962963
2009-08-13,0.00000402653184
2009-08-16,0.00000124275674074074
2009-08-19,0.000000745654044444445
2009-08-22,0.000000397682157037037
2009-08-25,0.00000273406482962963
2009-08-28,0.0000031814572562963
2009-08-31,0.00000467276534518518
2009-09-03,0.00000298261617777778
2009-09-06,0.00000357913941333333
2009-09-09,0.00000288319563851852
2009-09-12,0.0000035294291437037
2009-09-15,0.00000278377509925926
2009-09-18,0.00000402653184
2009-09-21,0.00000367855995259259
2009-09-24,0.00000407624210962963
2009-09-27,0.00000442421399703704
2009-09-30,0.00000432479345777778
2009-10-03,0.00000288319563851852
2009-10-06,0.00000203812105481482
2009-10-09,0.00000387740103111111
2009-10-12,0.00000308203671703704
2009-10-15,0.00000422537291851852
2009-10-18,0.0000031814572562963
2009-10-21,0.00000412595237925926
2009-10-24,0.00000372827022222222
2009-10-27,0.00000328087779555556
2009-10-30,0.00000303232644740741
2009-11-02,0.00000164043889777778
2009-11-05,0.0000031814572562963
2009-11-08,0.00000347971887407407
2009-11-11,0.00000343000860444444
2009-11-14,0.00000412595237925926
2009-11-17,0.0000045236345362963
2009-11-20,0.00000407624210962963
2009-11-23,0.00000477218588444444
2009-11-26,0.00000387740103111111
2009-11-29,0.00000288319563851852
2009-12-02,0.0000048716064237037
2009-12-05,0.00000258493402074074
2009-12-08,0.00000591552208592593
2009-12-11,0.0000062137837037037
2009-12-14,0.00000536870912
2009-12-17,0.00000800335341037037
2009-12-20,0.00000869929718518519
2009-12-23,0.00000840103556740741
2009-12-26,0.00000790393287111111
2009-12-29,0.00000815248421925926
2010-01-01,0.0000069974683206591
2010-01-04,0.0000111724284111364
2010-01-07,0.00000934955851247729
2010-01-10,0.0000112312306659318
2010-01-13,0.0000102502484902837
2010-01-16,0.00000869324871960773
2010-01-19,0.00000772012386293523
2010-01-22,0.00000973124856672508
2010-01-25,0.0000135648225052015
2010-01-28,0.0000115601689330042
2010-01-31,0.0000137652878624212
2010-02-03,0.0000162376939347979
2010-02-06,0.0000172674522368241
2010-02-09,0.0000188947514005038
2010-02-12,0.0000169058302004508
2010-02-15,0.0000232460914215077
2010-02-18,0.0000287748915433797
2010-02-21,0.0000268900733200143
2010-02-24,0.0000357130536259464
2010-02-27,0.0000325176751436248
2010-03-02,0.0000368408342667657
2010-03-05,0.000032893602023898
2010-03-08,0.0000306328161893475
2010-03-11,0.0000328852291444466
2010-03-14,0.0000281551619387385
2010-03-17,0.0000277046793477187
2010-03-20,0.0000434715700334123
2010-03-23,0.0000465217732310883
2010-03-26,0.0000442524184393279
2010-03-29,0.0000435716120017998
2010-04-01,0.0000571745218883927
2010-04-04,0.0000502167758384825
2010-04-07,0.0000583845646796815
2010-04-10,0.0000726025674773241
2010-04-13,0.0000641394958031167
2010-04-16,0.0000785222918316944
2010-04-19,0.0000843531550865232
2010-04-22,0.000100871278676606
2010-04-25,0.000096312124838115
2010-04-28,0.000099731490216983
2010-05-01,0.000092892759459247
2010-05-04,0.0000830357266438458
2010-05-07,0.0000836744630026446
2010-05-10,0.0000875068811554374
2010-05-13,0.0000830357266438458
2010-05-16,0.0000613186904446861
2010-05-19,0.000103475290125408
2010-05-22,0.000113064805519858
2010-05-25,0.000126609027014425
2010-05-28,0.000128964543796089
2010-05-31,0.000125573110634133
2010-06-03,0.000129703805062888
2010-06-06,0.000124746971748383
2010-06-09,0.000133834499491642
2010-06-12,0.000118373269418034
2010-06-15,0.00016935153872945
2010-06-18,0.000127877692509993
2010-06-21,0.000139974230990668
2010-06-24,0.00017556041368173
2010-06-27,0.000153374207557116
2010-06-30,0.000177489648996914
2010-07-03,0.000192923531518385
2010-07-06,0.000196266643975214
2010-07-09,0.000220799974472116
2010-07-12,0.000599314216424314
2010-07-15,0.00140783227474294
2010-07-18,0.00161539728960889
2010-07-21,0.00182296230447484
2010-07-24,0.00166954468479131
2010-07-27,0.0021244834042325
2010-07-30,0.0022094627404018
2010-08-02,0.00308353591242889
2010-08-05,0.00296213686075846
2010-08-08,0.00336115750192649
2010-08-11,0.00379880821832317
2010-08-14,0.00456907347918133
2010-08-17,0.00333269244941376
2010-08-20,0.00424854686299312
2010-08-23,0.00552056688185333
2010-08-26,0.00529160327845849
2010-08-29,0.00489621994967136
2010-09-01,0.00545401715912759
2010-09-04,0.00554698336070363
2010-09-07,0.0046792988126606
2010-09-10,0.00605984650023212
2010-09-13,0.00581178260840975
2010-09-16,0.00673316277803568
2010-09-19,0.00958137886113681
2010-09-22,0.00789323115703175
2010-09-25,0.00921637395214112
2010-09-28,0.00985513254288357
2010-10-01,0.0102260252243218
2010-10-04,0.0100949223368305
2010-10-07,0.0113403997679978
2010-10-10,0.0112748483242522
2010-10-13,0.0115768636273677
2010-10-16,0.0163720142422538
2010-10-19,0.0166460228488187
2010-10-22,0.0163447534407265
2010-10-25,0.0224339753108011
2010-10-28,0.0229681175801059
2010-10-31,0.0279717755492162
2010-11-03,0.0308919059636949
2010-11-06,0.0310455970381411
2010-11-09,0.0541208080126503
2010-11-12,0.0385610757090134
2010-11-15,0.0498362440449822
2010-11-18,0.059307385447196
2010-11-21,0.0460829767535695
2010-11-24,0.0631507459215583
2010-11-27,0.0624680351548387
2010-11-30,0.0843295455223728
2010-12-03,0.0771012987633123
2010-12-06,0.0963766234541404
2010-12-09,0.100392316098063
2010-12-12,0.105974736816725
2010-12-15,0.109019987874677
2010-12-18,0.0962299334312791
2010-12-21,0.119982891683304
2010-12-24,0.108001742450377
2010-12-27,0.115921870230071
2010-12-30,0.115201858613736
2011-01-02,0.129602090940453
2011-01-05,0.121596943772684
2011-01-08,0.155644088029036
2011-01-11,0.131324699274499
2011-01-14,0.141052454776314
2011-01-17,0.158561467414078
2011-01-20,0.153978766043729
2011-01-23,0.155811846591869
2011-01-26,0.178725353443614
2011-01-29,0.164136211725285
2011-02-01,0.195869212658841
2011-02-04,0.207905868185362
2011-02-07,0.225413730769392
2011-02-10,0.244256346380359
2011-02-13,0.263641770696261
2011-02-16,0.298535534464883
2011-02-19,0.318987822509188
2011-02-22,0.384235331658794
2011-02-25,0.402359639755907
2011-02-28,0.461482779089527
2011-03-03,0.505696698044212
2011-03-06,0.746109882360313
2011-03-09,0.598433792945317
2011-03-12,0.518895124262712
2011-03-15,0.367392898200606
2011-03-18,0.522682679914265
2011-03-21,0.587071125990659
2011-03-24,0.575708459036002
2011-03-27,0.524622353680603
2011-03-30,0.53490906649787
2011-04-02,0.648062907487804
2011-04-05,0.692638663029293
2011-04-08,0.638574170782251
2011-04-11,0.630387322438889
2011-04-14,0.667228139984018
2011-04-17,0.728629502559235
2011-04-20,0.661049805006051
2011-04-23,0.78040601979881
2011-04-26,0.885990363653943
2011-04-29,0.927305976466821
2011-05-02,0.970408277538992
2011-05-05,1.24299487235332
2011-05-08,1.12305677063501
2011-05-11,1.46331460281772
2011-05-14,1.94065252138393
2011-05-17,2.03455506274122
2011-05-20,2.71821705953771
2011-05-23,3.36136663166047
2011-05-26,3.85889743273657
2011-05-29,3.73988894768231
2011-06-01,3.84797822362689
2011-06-04,4.66945672080566
2011-06-07,4.765651499201
2011-06-10,6.37300141313269
2011-06-13,6.90878471777659
2011-06-16,8.76232250942012
2011-06-19,9.54700810727864
2011-06-22,11.7702839678778
2011-06-25,10.3525630983575
2011-06-28,10.4896831393953
2011-07-01,12.3408036934063
2011-07-04,11.2438433651035
2011-07-07,10.5670018650812
2011-07-10,11.188590210086
2011-07-13,14.2188333919843
2011-07-16,12.3540683569699
2011-07-19,12.7425610725979
2011-07-22,12.0198487388041
2011-07-25,13.1966171467989
2011-07-28,14.0371660096524
2011-07-31,14.1212208959377
2011-08-03,14.9288433269576
2011-08-06,11.642619953099
2011-08-09,12.4876488206627
2011-08-12,12.8632172062465
2011-08-15,13.4265697846223
2011-08-18,14.1823763191464
2011-08-21,13.0154719384571
2011-08-24,11.7588056823302
2011-08-27,11.7588056823302
2011-08-30,13.9130906928334
2011-09-02,14.3165311122368
2011-09-05,13.6095419215091
2011-09-08,11.046706105121
2011-09-11,12.1955635400536
2011-09-14,13.2639252302093
2011-09-17,10.7333079165509
2011-09-20,12.1295105723624
2011-09-23,11.6931972424213
2011-09-26,11.954985240386
2011-09-29,11.2529540121156
2011-10-02,11.0010222058743
2011-10-05,11.504885818357
2011-10-08,10.83306766838
2011-10-11,8.90159048719596
2011-10-14,11.1689767433685
2011-10-17,8.24723613284346
2011-10-20,7.51739222728209
2011-10-23,7.66336100839436
2011-10-26,7.95529857061891
2011-10-29,8.68514247618028
2011-11-01,8.73436486000387
2011-11-04,8.55489160945584
2011-11-07,7.83699860726374
2011-11-10,8.67454044315452
2011-11-13,8.79418927685321
2011-11-16,7.88415816372673
2011-11-19,7.64704062496803
2011-11-22,8.00271693310608
2011-11-25,7.70632000965771
2011-11-28,7.35064370151966
2011-12-01,10.0306575507535
2011-12-04,7.42810856461203
2011-12-07,7.97030627005816
2011-12-10,8.5125039755043
2011-12-13,7.40682744479193
2011-12-16,7.11974110972247
2011-12-19,8.67000731909753
2011-12-22,7.92358284791695
2011-12-25,9.99060446041702
2011-12-28,8.64906120875774
2011-12-31,9.28332569739997
2012-01-03,9.34098610545835
2012-01-06,9.80226936992543
2012-01-09,10.010256218171
2012-01-12,10.3211337404744
2012-01-15,9.20197466018202
2012-01-18,8.82892163341788
2012-01-21,11.1294152984634
2012-01-24,8.77601647007213
2012-01-27,9.0360465877039
2012-01-30,10.7912498817183
2012-02-02,10.5962272934945
2012-02-05,9.3272398828152
2012-02-08,9.05290929802652
2012-02-11,9.46440517520954
2012-02-14,9.3272398828152
2012-02-17,9.73873575999822
2012-02-20,9.9887880969614
2012-02-23,11.4939479471885
2012-02-26,10.3992862379324
2012-02-29,12.7254423701015
2012-03-03,8.85540994103212
2012-03-06,11.0134510190988
2012-03-09,12.3529247916919
2012-03-12,12.5761704204574
2012-03-15,9.59956203691717
2012-03-18,11.6189762145854
2012-03-21,12.0658599151464
2012-03-24,12.810666082748
2012-03-27,11.0231312805041
2012-03-30,12.1284618185812
2012-04-02,10.2687643397321
2012-04-05,9.62191304274106
2012-04-08,11.8050361700857
2012-04-11,11.5624669337141
2012-04-14,10.4323211417541
2012-04-17,11.1382676851811
2012-04-20,12.1579682479089
2012-04-23,11.6088987141324
2012-04-26,12.0795297430837
2012-04-29,12.4487382935262
2012-05-02,11.5488295012231
2012-05-05,11.6988142999403
2012-05-08,13.9485862806981
2012-05-11,10.5974601790129
2012-05-14,12.320624435763
2012-05-17,10.1666691148254
2012-05-20,12.2344662229255
2012-05-23,10.4251437533379
2012-05-26,10.6775233228416
2012-05-29,10.756616088196
2012-06-01,11.9430075685117
2012-06-04,11.9430075685117
2012-06-07,9.96568843465216
2012-06-10,13.3790336035767
2012-06-13,12.7494320222319
2012-06-16,12.5920316268957
2012-06-19,14.3234359755939
2012-06-22,12.1017605759324
2012-06-25,13.1316976462245
2012-06-28,11.5867920407863
2012-07-01,11.8442763083594
2012-07-04,13.8433790741358
2012-07-07,14.8010971232899
2012-07-10,13.1468568565692
2012-07-13,14.0175096285275
2012-07-16,12.8856610249818
2012-07-19,13.2673705458731
2012-07-22,12.8962552858487
2012-07-25,14.2879375109403
2012-07-28,15.772398551038
2012-07-31,13.4653813724536
2012-08-03,17.5151201310862
2012-08-06,14.2753291241801
2012-08-09,16.0977115655648
2012-08-12,18.4055429382566
2012-08-15,18.623360014449
2012-08-18,16.1184636382366
2012-08-21,19.712445395411
2012-08-24,16.9897319430061
2012-08-27,18.0774253068439
2012-08-30,19.169350325378
2012-09-02,18.5627253150813
2012-09-05,21.8385003706838
2012-09-08,18.7490590191164
2012-09-11,21.1596523215742
2012-09-14,21.6953397221204
2012-09-17,23.570245624032
2012-09-20,20.9294479443629
2012-09-23,21.2142023381637
2012-09-26,20.3599391567612
2012-09-29,23.9193690792719
2012-10-02,19.3632987784582
2012-10-05,20.6511046856479
2012-10-08,25.2064954251291
2012-10-11,20.9547974016134
2012-10-14,20.9547974016134
2012-10-17,21.5343577779689
2012-10-20,21.0761799529057
2012-10-23,20.923454011218
2012-10-26,24.5888766117233
2012-10-29,24.1306987866602
2012-11-01,22.175160378472
2012-11-04,26.2816715596705
2012-11-07,25.7888902179266
2012-11-10,26.2816715596705
2012-11-13,22.7748759110447
2012-11-16,23.6121875254214
2012-11-19,20.5978657136654
2012-11-22,24.6169614626733
2012-11-25,23.6121875254214
2012-11-28,28.8903964873729
2012-12-01,27.3518546626016
2012-12-04,18.9753491721799
2012-12-07,21.1976873635162
2012-12-10,24.2747710130589
2012-12-13,22.7844398482441
2012-12-16,19.2662542834417
2012-12-19,23.9571683698449
2012-12-22,24.1247010157879
2012-12-25,20.6065154509855
2012-12-28,26.0688629742304
